node_id:ID,label,doc_id,start_page:int,end_page:int,display_name,json_properties
"section::NIST.FIPS.203::2. Terms, Acronyms, and Notation > 2.1 Terms and Definitions",Section,NIST.FIPS.203,11,13,2.1 Terms and Definitions,"{""depth"": 2, ""full_section_path"": ""2. Terms, Acronyms, and Notation > 2.1 Terms and Definitions"", ""leaf_title"": ""2.1 Terms and Definitions""}"
"section::NIST.FIPS.203::2. Terms, Acronyms, and Notation > 2.2 Acronyms",Section,NIST.FIPS.203,13,13,2.2 Acronyms,"{""depth"": 2, ""full_section_path"": ""2. Terms, Acronyms, and Notation > 2.2 Acronyms"", ""leaf_title"": ""2.2 Acronyms""}"
"section::NIST.FIPS.203::2. Terms, Acronyms, and Notation > 2.3 Mathematical Symbols",Section,NIST.FIPS.203,14,15,2.3 Mathematical Symbols,"{""depth"": 2, ""full_section_path"": ""2. Terms, Acronyms, and Notation > 2.3 Mathematical Symbols"", ""leaf_title"": ""2.3 Mathematical Symbols""}"
"section::NIST.FIPS.203::2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode",Section,NIST.FIPS.203,15,20,2.4 Interpreting the Pseudocode,"{""depth"": 2, ""full_section_path"": ""2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode"", ""leaf_title"": ""2.4 Interpreting the Pseudocode""}"
"section::NIST.FIPS.203::2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.1 Data Types",Section,NIST.FIPS.203,16,16,2.4.1 Data Types,"{""depth"": 3, ""full_section_path"": ""2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.1 Data Types"", ""leaf_title"": ""2.4.1 Data Types""}"
"section::NIST.FIPS.203::2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.2 Loop Syntax",Section,NIST.FIPS.203,16,16,2.4.2 Loop Syntax,"{""depth"": 3, ""full_section_path"": ""2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.2 Loop Syntax"", ""leaf_title"": ""2.4.2 Loop Syntax""}"
"section::NIST.FIPS.203::2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.3 Arithmetic With Arrays of Integers",Section,NIST.FIPS.203,17,17,2.4.3 Arithmetic With Arrays of Integers,"{""depth"": 3, ""full_section_path"": ""2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.3 Arithmetic With Arrays of Integers"", ""leaf_title"": ""2.4.3 Arithmetic With Arrays of Integers""}"
"section::NIST.FIPS.203::2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.3 Arithmetic With Arrays of Integers > Algorithm 1 ForExample ()",Section,NIST.FIPS.203,17,17,Algorithm 1 ForExample (),"{""depth"": 4, ""full_section_path"": ""2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.3 Arithmetic With Arrays of Integers > Algorithm 1 ForExample ()"", ""leaf_title"": ""Algorithm 1 ForExample ()""}"
"section::NIST.FIPS.203::2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.4 Representations of Algebraic Objects",Section,NIST.FIPS.203,17,18,2.4.4 Representations of Algebraic Objects,"{""depth"": 3, ""full_section_path"": ""2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.4 Representations of Algebraic Objects"", ""leaf_title"": ""2.4.4 Representations of Algebraic Objects""}"
"section::NIST.FIPS.203::2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.5 Arithmetic With Polynomials and NTT Representations",Section,NIST.FIPS.203,18,18,2.4.5 Arithmetic With Polynomials and NTT Representations,"{""depth"": 3, ""full_section_path"": ""2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.5 Arithmetic With Polynomials and NTT Representations"", ""leaf_title"": ""2.4.5 Arithmetic With Polynomials and NTT Representations""}"
"section::NIST.FIPS.203::2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.6 Matrices and Vectors",Section,NIST.FIPS.203,18,18,2.4.6 Matrices and Vectors,"{""depth"": 3, ""full_section_path"": ""2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.6 Matrices and Vectors"", ""leaf_title"": ""2.4.6 Matrices and Vectors""}"
"section::NIST.FIPS.203::2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.7 Arithmetic With Matrices and Vectors",Section,NIST.FIPS.203,19,19,2.4.7 Arithmetic With Matrices and Vectors,"{""depth"": 3, ""full_section_path"": ""2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.7 Arithmetic With Matrices and Vectors"", ""leaf_title"": ""2.4.7 Arithmetic With Matrices and Vectors""}"
"section::NIST.FIPS.203::2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.8 Applying Algorithms to Arrays, Examples",Section,NIST.FIPS.203,20,20,"2.4.8 Applying Algorithms to Arrays, Examples","{""depth"": 3, ""full_section_path"": ""2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.8 Applying Algorithms to Arrays, Examples"", ""leaf_title"": ""2.4.8 Applying Algorithms to Arrays, Examples""}"
section::NIST.FIPS.203::3. Overview of the ML-KEM Scheme,Section,NIST.FIPS.203,21,26,3. Overview of the ML-KEM Scheme,"{""depth"": 1, ""full_section_path"": ""3. Overview of the ML-KEM Scheme"", ""leaf_title"": ""3. Overview of the ML-KEM Scheme""}"
section::NIST.FIPS.203::3. Overview of the ML-KEM Scheme > 3.1 Key-Encapsulation Mechanisms,Section,NIST.FIPS.203,21,22,3.1 Key-Encapsulation Mechanisms,"{""depth"": 2, ""full_section_path"": ""3. Overview of the ML-KEM Scheme > 3.1 Key-Encapsulation Mechanisms"", ""leaf_title"": ""3.1 Key-Encapsulation Mechanisms""}"
section::NIST.FIPS.203::3. Overview of the ML-KEM Scheme > 3.2 The ML-KEM Scheme,Section,NIST.FIPS.203,22,24,3.2 The ML-KEM Scheme,"{""depth"": 2, ""full_section_path"": ""3. Overview of the ML-KEM Scheme > 3.2 The ML-KEM Scheme"", ""leaf_title"": ""3.2 The ML-KEM Scheme""}"
section::NIST.FIPS.203::3. Overview of the ML-KEM Scheme > 3.3 Requirements for ML-KEM Implementations,Section,NIST.FIPS.203,24,26,3.3 Requirements for ML-KEM Implementations,"{""depth"": 2, ""full_section_path"": ""3. Overview of the ML-KEM Scheme > 3.3 Requirements for ML-KEM Implementations"", ""leaf_title"": ""3.3 Requirements for ML-KEM Implementations""}"
section::NIST.FIPS.203::4. Auxiliary Algorithms,Section,NIST.FIPS.203,27,36,4. Auxiliary Algorithms,"{""depth"": 1, ""full_section_path"": ""4. Auxiliary Algorithms"", ""leaf_title"": ""4. Auxiliary Algorithms""}"
section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.1 Cryptographic Functions,Section,NIST.FIPS.203,27,29,4.1 Cryptographic Functions,"{""depth"": 2, ""full_section_path"": ""4. Auxiliary Algorithms > 4.1 Cryptographic Functions"", ""leaf_title"": ""4.1 Cryptographic Functions""}"
section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms,Section,NIST.FIPS.203,29,32,4.2 General Algorithms,"{""depth"": 2, ""full_section_path"": ""4. Auxiliary Algorithms > 4.2 General Algorithms"", ""leaf_title"": ""4.2 General Algorithms""}"
section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.1 Conversion and Compression Algorithms,Section,NIST.FIPS.203,29,31,4.2.1 Conversion and Compression Algorithms,"{""depth"": 3, ""full_section_path"": ""4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.1 Conversion and Compression Algorithms"", ""leaf_title"": ""4.2.1 Conversion and Compression Algorithms""}"
section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.1 Conversion and Compression Algorithms > Algorithm 3 BitsToBytes (𝑏),Section,NIST.FIPS.203,29,29,Algorithm 3 BitsToBytes (𝑏),"{""depth"": 4, ""full_section_path"": ""4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.1 Conversion and Compression Algorithms > Algorithm 3 BitsToBytes (𝑏)"", ""leaf_title"": ""Algorithm 3 BitsToBytes (𝑏)""}"
section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.1 Conversion and Compression Algorithms > Algorithm 4 BytesToBits (𝐵),Section,NIST.FIPS.203,29,30,Algorithm 4 BytesToBits (𝐵),"{""depth"": 4, ""full_section_path"": ""4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.1 Conversion and Compression Algorithms > Algorithm 4 BytesToBits (𝐵)"", ""leaf_title"": ""Algorithm 4 BytesToBits (𝐵)""}"
section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.1 Conversion and Compression Algorithms > Algorithm 5 ByteEncode (𝐹 ) 𝑑,Section,NIST.FIPS.203,31,31,Algorithm 5 ByteEncode (𝐹 ) 𝑑,"{""depth"": 4, ""full_section_path"": ""4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.1 Conversion and Compression Algorithms > Algorithm 5 ByteEncode (𝐹 ) 𝑑"", ""leaf_title"": ""Algorithm 5 ByteEncode (𝐹 ) 𝑑""}"
section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.1 Conversion and Compression Algorithms > Algorithm 6 ByteDecode (𝐵) 𝑑,Section,NIST.FIPS.203,31,31,Algorithm 6 ByteDecode (𝐵) 𝑑,"{""depth"": 4, ""full_section_path"": ""4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.1 Conversion and Compression Algorithms > Algorithm 6 ByteDecode (𝐵) 𝑑"", ""leaf_title"": ""Algorithm 6 ByteDecode (𝐵) 𝑑""}"
section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.2 Sampling Algorithms,Section,NIST.FIPS.203,31,32,4.2.2 Sampling Algorithms,"{""depth"": 3, ""full_section_path"": ""4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.2 Sampling Algorithms"", ""leaf_title"": ""4.2.2 Sampling Algorithms""}"
section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.2 Sampling Algorithms > Algorithm 7 SampleNTT (𝐵),Section,NIST.FIPS.203,32,32,Algorithm 7 SampleNTT (𝐵),"{""depth"": 4, ""full_section_path"": ""4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.2 Sampling Algorithms > Algorithm 7 SampleNTT (𝐵)"", ""leaf_title"": ""Algorithm 7 SampleNTT (𝐵)""}"
section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.2 Sampling Algorithms > Algorithm 8 SamplePolyCBD (𝐵) 𝜂,Section,NIST.FIPS.203,32,32,Algorithm 8 SamplePolyCBD (𝐵) 𝜂,"{""depth"": 4, ""full_section_path"": ""4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.2 Sampling Algorithms > Algorithm 8 SamplePolyCBD (𝐵) 𝜂"", ""leaf_title"": ""Algorithm 8 SamplePolyCBD (𝐵) 𝜂""}"
section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform,Section,NIST.FIPS.203,33,36,4.3 The Number-Theoretic Transform,"{""depth"": 2, ""full_section_path"": ""4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform"", ""leaf_title"": ""4.3 The Number-Theoretic Transform""}"
section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform > 4.3.1 Multiplication in the NTT Domain,Section,NIST.FIPS.203,36,36,4.3.1 Multiplication in the NTT Domain,"{""depth"": 3, ""full_section_path"": ""4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform > 4.3.1 Multiplication in the NTT Domain"", ""leaf_title"": ""4.3.1 Multiplication in the NTT Domain""}"
"section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform > 4.3.1 Multiplication in the NTT Domain > Algorithm 11 MultiplyNTTs (𝑓, 𝑔)",Section,NIST.FIPS.203,36,36,"Algorithm 11 MultiplyNTTs (𝑓, 𝑔)","{""depth"": 4, ""full_section_path"": ""4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform > 4.3.1 Multiplication in the NTT Domain > Algorithm 11 MultiplyNTTs (𝑓, 𝑔)"", ""leaf_title"": ""Algorithm 11 MultiplyNTTs (𝑓, 𝑔)""}"
"section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform > 4.3.1 Multiplication in the NTT Domain > Algorithm 12 BaseCaseMultiply (𝑎 0 , 𝑎 1 , 𝑏 0 , 𝑏 1 , 𝛾)",Section,NIST.FIPS.203,36,36,"Algorithm 12 BaseCaseMultiply (𝑎 0 , 𝑎 1 , 𝑏 0 , 𝑏 1 , 𝛾)","{""depth"": 4, ""full_section_path"": ""4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform > 4.3.1 Multiplication in the NTT Domain > Algorithm 12 BaseCaseMultiply (𝑎 0 , 𝑎 1 , 𝑏 0 , 𝑏 1 , 𝛾)"", ""leaf_title"": ""Algorithm 12 BaseCaseMultiply (𝑎 0 , 𝑎 1 , 𝑏 0 , 𝑏 1 , 𝛾)""}"
section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform > Algorithm 10 NTT (𝑓),Section,NIST.FIPS.203,35,35,Algorithm 10 NTT (𝑓),"{""depth"": 3, ""full_section_path"": ""4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform > Algorithm 10 NTT (𝑓)"", ""leaf_title"": ""Algorithm 10 NTT (𝑓)""}"
section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform > Algorithm 9 NTT (𝑓),Section,NIST.FIPS.203,35,35,Algorithm 9 NTT (𝑓),"{""depth"": 3, ""full_section_path"": ""4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform > Algorithm 9 NTT (𝑓)"", ""leaf_title"": ""Algorithm 9 NTT (𝑓)""}"
section::NIST.FIPS.203::5. The K-PKE Component Scheme,Section,NIST.FIPS.203,37,40,5. The K-PKE Component Scheme,"{""depth"": 1, ""full_section_path"": ""5. The K-PKE Component Scheme"", ""leaf_title"": ""5. The K-PKE Component Scheme""}"
section::NIST.FIPS.203::5. The K-PKE Component Scheme > 5.1 K-PKE Key Generation,Section,NIST.FIPS.203,37,38,5.1 K-PKE Key Generation,"{""depth"": 2, ""full_section_path"": ""5. The K-PKE Component Scheme > 5.1 K-PKE Key Generation"", ""leaf_title"": ""5.1 K-PKE Key Generation""}"
section::NIST.FIPS.203::5. The K-PKE Component Scheme > 5.1 K-PKE Key Generation > Algorithm 13 K-PKE . KeyGen (𝑑),Section,NIST.FIPS.203,38,38,Algorithm 13 K-PKE . KeyGen (𝑑),"{""depth"": 3, ""full_section_path"": ""5. The K-PKE Component Scheme > 5.1 K-PKE Key Generation > Algorithm 13 K-PKE . KeyGen (𝑑)"", ""leaf_title"": ""Algorithm 13 K-PKE . KeyGen (𝑑)""}"
section::NIST.FIPS.203::5. The K-PKE Component Scheme > 5.2 K-PKE Encryption,Section,NIST.FIPS.203,38,40,5.2 K-PKE Encryption,"{""depth"": 2, ""full_section_path"": ""5. The K-PKE Component Scheme > 5.2 K-PKE Encryption"", ""leaf_title"": ""5.2 K-PKE Encryption""}"
section::NIST.FIPS.203::5. The K-PKE Component Scheme > 5.3 K-PKE Decryption,Section,NIST.FIPS.203,40,40,5.3 K-PKE Decryption,"{""depth"": 2, ""full_section_path"": ""5. The K-PKE Component Scheme > 5.3 K-PKE Decryption"", ""leaf_title"": ""5.3 K-PKE Decryption""}"
"section::NIST.FIPS.203::5. The K-PKE Component Scheme > 5.3 K-PKE Decryption > Algorithm 15 K-PKE . Decrypt ( dk PKE , 𝑐)",Section,NIST.FIPS.203,40,40,"Algorithm 15 K-PKE . Decrypt ( dk PKE , 𝑐)","{""depth"": 3, ""full_section_path"": ""5. The K-PKE Component Scheme > 5.3 K-PKE Decryption > Algorithm 15 K-PKE . Decrypt ( dk PKE , 𝑐)"", ""leaf_title"": ""Algorithm 15 K-PKE . Decrypt ( dk PKE , 𝑐)""}"
section::NIST.FIPS.203::6. Main Internal Algorithms,Section,NIST.FIPS.203,41,43,6. Main Internal Algorithms,"{""depth"": 1, ""full_section_path"": ""6. Main Internal Algorithms"", ""leaf_title"": ""6. Main Internal Algorithms""}"
section::NIST.FIPS.203::6. Main Internal Algorithms > 6.1 Internal Key Generation,Section,NIST.FIPS.203,41,41,6.1 Internal Key Generation,"{""depth"": 2, ""full_section_path"": ""6. Main Internal Algorithms > 6.1 Internal Key Generation"", ""leaf_title"": ""6.1 Internal Key Generation""}"
"section::NIST.FIPS.203::6. Main Internal Algorithms > 6.1 Internal Key Generation > Algorithm 16 ML-KEM . KeyGen \_ internal (𝑑,𝑧)",Section,NIST.FIPS.203,41,41,"Algorithm 16 ML-KEM . KeyGen \_ internal (𝑑,𝑧)","{""depth"": 3, ""full_section_path"": ""6. Main Internal Algorithms > 6.1 Internal Key Generation > Algorithm 16 ML-KEM . KeyGen \\_ internal (𝑑,𝑧)"", ""leaf_title"": ""Algorithm 16 ML-KEM . KeyGen \\_ internal (𝑑,𝑧)""}"
section::NIST.FIPS.203::6. Main Internal Algorithms > 6.2 Internal Encapsulation,Section,NIST.FIPS.203,42,42,6.2 Internal Encapsulation,"{""depth"": 2, ""full_section_path"": ""6. Main Internal Algorithms > 6.2 Internal Encapsulation"", ""leaf_title"": ""6.2 Internal Encapsulation""}"
"section::NIST.FIPS.203::6. Main Internal Algorithms > 6.2 Internal Encapsulation > Algorithm 17 ML-KEM . Encaps \_ internal ( ek , 𝑚)",Section,NIST.FIPS.203,42,42,"Algorithm 17 ML-KEM . Encaps \_ internal ( ek , 𝑚)","{""depth"": 3, ""full_section_path"": ""6. Main Internal Algorithms > 6.2 Internal Encapsulation > Algorithm 17 ML-KEM . Encaps \\_ internal ( ek , 𝑚)"", ""leaf_title"": ""Algorithm 17 ML-KEM . Encaps \\_ internal ( ek , 𝑚)""}"
section::NIST.FIPS.203::6. Main Internal Algorithms > 6.3 Internal Decapsulation,Section,NIST.FIPS.203,42,43,6.3 Internal Decapsulation,"{""depth"": 2, ""full_section_path"": ""6. Main Internal Algorithms > 6.3 Internal Decapsulation"", ""leaf_title"": ""6.3 Internal Decapsulation""}"
"section::NIST.FIPS.203::6. Main Internal Algorithms > 6.3 Internal Decapsulation > Algorithm 18 ML-KEM . Decaps \_ internal ( dk , 𝑐)",Section,NIST.FIPS.203,43,43,"Algorithm 18 ML-KEM . Decaps \_ internal ( dk , 𝑐)","{""depth"": 3, ""full_section_path"": ""6. Main Internal Algorithms > 6.3 Internal Decapsulation > Algorithm 18 ML-KEM . Decaps \\_ internal ( dk , 𝑐)"", ""leaf_title"": ""Algorithm 18 ML-KEM . Decaps \\_ internal ( dk , 𝑐)""}"
section::NIST.FIPS.203::7. The ML-KEM Key-Encapsulation Mechanism,Section,NIST.FIPS.203,44,47,7. The ML-KEM Key-Encapsulation Mechanism,"{""depth"": 1, ""full_section_path"": ""7. The ML-KEM Key-Encapsulation Mechanism"", ""leaf_title"": ""7. The ML-KEM Key-Encapsulation Mechanism""}"
section::NIST.FIPS.203::7. The ML-KEM Key-Encapsulation Mechanism > 7.1 ML-KEM Key Generation,Section,NIST.FIPS.203,44,45,7.1 ML-KEM Key Generation,"{""depth"": 2, ""full_section_path"": ""7. The ML-KEM Key-Encapsulation Mechanism > 7.1 ML-KEM Key Generation"", ""leaf_title"": ""7.1 ML-KEM Key Generation""}"
section::NIST.FIPS.203::7. The ML-KEM Key-Encapsulation Mechanism > 7.1 ML-KEM Key Generation > Algorithm 19 ML-KEM . KeyGen (),Section,NIST.FIPS.203,44,45,Algorithm 19 ML-KEM . KeyGen (),"{""depth"": 3, ""full_section_path"": ""7. The ML-KEM Key-Encapsulation Mechanism > 7.1 ML-KEM Key Generation > Algorithm 19 ML-KEM . KeyGen ()"", ""leaf_title"": ""Algorithm 19 ML-KEM . KeyGen ()""}"
section::NIST.FIPS.203::7. The ML-KEM Key-Encapsulation Mechanism > 7.2 ML-KEM Encapsulation,Section,NIST.FIPS.203,45,46,7.2 ML-KEM Encapsulation,"{""depth"": 2, ""full_section_path"": ""7. The ML-KEM Key-Encapsulation Mechanism > 7.2 ML-KEM Encapsulation"", ""leaf_title"": ""7.2 ML-KEM Encapsulation""}"
section::NIST.FIPS.203::7. The ML-KEM Key-Encapsulation Mechanism > 7.2 ML-KEM Encapsulation > Algorithm 20 ML-KEM . Encaps ( ek ),Section,NIST.FIPS.203,46,46,Algorithm 20 ML-KEM . Encaps ( ek ),"{""depth"": 3, ""full_section_path"": ""7. The ML-KEM Key-Encapsulation Mechanism > 7.2 ML-KEM Encapsulation > Algorithm 20 ML-KEM . Encaps ( ek )"", ""leaf_title"": ""Algorithm 20 ML-KEM . Encaps ( ek )""}"
section::NIST.FIPS.203::7. The ML-KEM Key-Encapsulation Mechanism > 7.3 ML-KEM Decapsulation,Section,NIST.FIPS.203,46,47,7.3 ML-KEM Decapsulation,"{""depth"": 2, ""full_section_path"": ""7. The ML-KEM Key-Encapsulation Mechanism > 7.3 ML-KEM Decapsulation"", ""leaf_title"": ""7.3 ML-KEM Decapsulation""}"
"section::NIST.FIPS.203::7. The ML-KEM Key-Encapsulation Mechanism > 7.3 ML-KEM Decapsulation > Algorithm 21 ML-KEM . Decaps ( dk , 𝑐)",Section,NIST.FIPS.203,47,47,"Algorithm 21 ML-KEM . Decaps ( dk , 𝑐)","{""depth"": 3, ""full_section_path"": ""7. The ML-KEM Key-Encapsulation Mechanism > 7.3 ML-KEM Decapsulation > Algorithm 21 ML-KEM . Decaps ( dk , 𝑐)"", ""leaf_title"": ""Algorithm 21 ML-KEM . Decaps ( dk , 𝑐)""}"
section::NIST.FIPS.203::8. Parameter Sets,Section,NIST.FIPS.203,48,56,8. Parameter Sets,"{""depth"": 1, ""full_section_path"": ""8. Parameter Sets"", ""leaf_title"": ""8. Parameter Sets""}"
section::NIST.FIPS.203::8. Parameter Sets > Appendix A -Precomputed Values for the NTT,Section,NIST.FIPS.203,53,54,Appendix A -Precomputed Values for the NTT,"{""depth"": 2, ""full_section_path"": ""8. Parameter Sets > Appendix A -Precomputed Values for the NTT"", ""leaf_title"": ""Appendix A -Precomputed Values for the NTT""}"
section::NIST.FIPS.203::8. Parameter Sets > Appendix B -SampleNTT Loop Bounds,Section,NIST.FIPS.203,55,55,Appendix B -SampleNTT Loop Bounds,"{""depth"": 2, ""full_section_path"": ""8. Parameter Sets > Appendix B -SampleNTT Loop Bounds"", ""leaf_title"": ""Appendix B -SampleNTT Loop Bounds""}"
section::NIST.FIPS.203::8. Parameter Sets > Appendix C -Differences From the CRYSTALS-Kyber Submission,Section,NIST.FIPS.203,56,56,Appendix C -Differences From the CRYSTALS-Kyber Submission,"{""depth"": 2, ""full_section_path"": ""8. Parameter Sets > Appendix C -Differences From the CRYSTALS-Kyber Submission"", ""leaf_title"": ""Appendix C -Differences From the CRYSTALS-Kyber Submission""}"
section::NIST.FIPS.203::8. Parameter Sets > C.1 Differences Between CRYSTALS-Kyber and FIPS 203 Initial Public Draft,Section,NIST.FIPS.203,56,56,C.1 Differences Between CRYSTALS-Kyber and FIPS 203 Initial Public Draft,"{""depth"": 2, ""full_section_path"": ""8. Parameter Sets > C.1 Differences Between CRYSTALS-Kyber and FIPS 203 Initial Public Draft"", ""leaf_title"": ""C.1 Differences Between CRYSTALS-Kyber and FIPS 203 Initial Public Draft""}"
section::NIST.FIPS.203::8. Parameter Sets > C.2 Changes From FIPS 203 Initial Public Draft,Section,NIST.FIPS.203,56,56,C.2 Changes From FIPS 203 Initial Public Draft,"{""depth"": 2, ""full_section_path"": ""8. Parameter Sets > C.2 Changes From FIPS 203 Initial Public Draft"", ""leaf_title"": ""C.2 Changes From FIPS 203 Initial Public Draft""}"
section::NIST.FIPS.203::8. Parameter Sets > References,Section,NIST.FIPS.203,50,52,References,"{""depth"": 2, ""full_section_path"": ""8. Parameter Sets > References"", ""leaf_title"": ""References""}"
section::NIST.FIPS.203::Abstract,Section,NIST.FIPS.203,3,3,Abstract,"{""depth"": 1, ""full_section_path"": ""Abstract"", ""leaf_title"": ""Abstract""}"
section::NIST.FIPS.203::Federal Information Processing Standards Publication 203,Section,NIST.FIPS.203,4,4,Federal Information Processing Standards Publication 203,"{""depth"": 1, ""full_section_path"": ""Federal Information Processing Standards Publication 203"", ""leaf_title"": ""Federal Information Processing Standards Publication 203""}"
section::NIST.FIPS.203::Foreword,Section,NIST.FIPS.203,2,2,Foreword,"{""depth"": 1, ""full_section_path"": ""Foreword"", ""leaf_title"": ""Foreword""}"
section::NIST.FIPS.203::List of Tables,Section,NIST.FIPS.203,9,9,List of Tables,"{""depth"": 1, ""full_section_path"": ""List of Tables"", ""leaf_title"": ""List of Tables""}"
section::NIST.FIPS.203::Module-Lattice-Based Key-Encapsulation Mechanism Standard,Section,NIST.FIPS.203,1,6,Module-Lattice-Based Key-Encapsulation Mechanism Standard,"{""depth"": 1, ""full_section_path"": ""Module-Lattice-Based Key-Encapsulation Mechanism Standard"", ""leaf_title"": ""Module-Lattice-Based Key-Encapsulation Mechanism Standard""}"
section::NIST.FIPS.203::Table of Contents,Section,NIST.FIPS.203,7,8,Table of Contents,"{""depth"": 1, ""full_section_path"": ""Table of Contents"", ""leaf_title"": ""Table of Contents""}"
section::NIST.FIPS.204::1. Introduction,Section,NIST.FIPS.204,11,11,1. Introduction,"{""depth"": 1, ""full_section_path"": ""1. Introduction"", ""leaf_title"": ""1. Introduction""}"
section::NIST.FIPS.204::1. Introduction > 1.1 Purpose and Scope,Section,NIST.FIPS.204,11,11,1.1 Purpose and Scope,"{""depth"": 2, ""full_section_path"": ""1. Introduction > 1.1 Purpose and Scope"", ""leaf_title"": ""1.1 Purpose and Scope""}"
section::NIST.FIPS.204::1. Introduction > 1.2 Context,Section,NIST.FIPS.204,11,11,1.2 Context,"{""depth"": 2, ""full_section_path"": ""1. Introduction > 1.2 Context"", ""leaf_title"": ""1.2 Context""}"
"section::NIST.FIPS.204::2. Glossary of Terms, Acronyms, and Symbols",Section,NIST.FIPS.204,12,18,"2. Glossary of Terms, Acronyms, and Symbols","{""depth"": 1, ""full_section_path"": ""2. Glossary of Terms, Acronyms, and Symbols"", ""leaf_title"": ""2. Glossary of Terms, Acronyms, and Symbols""}"
"section::NIST.FIPS.204::2. Glossary of Terms, Acronyms, and Symbols > 2.1 Terms and Definitions",Section,NIST.FIPS.204,12,14,2.1 Terms and Definitions,"{""depth"": 2, ""full_section_path"": ""2. Glossary of Terms, Acronyms, and Symbols > 2.1 Terms and Definitions"", ""leaf_title"": ""2.1 Terms and Definitions""}"
"section::NIST.FIPS.204::2. Glossary of Terms, Acronyms, and Symbols > 2.2 Acronyms",Section,NIST.FIPS.204,15,15,2.2 Acronyms,"{""depth"": 2, ""full_section_path"": ""2. Glossary of Terms, Acronyms, and Symbols > 2.2 Acronyms"", ""leaf_title"": ""2.2 Acronyms""}"
"section::NIST.FIPS.204::2. Glossary of Terms, Acronyms, and Symbols > 2.3 Mathematical Symbols",Section,NIST.FIPS.204,15,17,2.3 Mathematical Symbols,"{""depth"": 2, ""full_section_path"": ""2. Glossary of Terms, Acronyms, and Symbols > 2.3 Mathematical Symbols"", ""leaf_title"": ""2.3 Mathematical Symbols""}"
